	production_budget	domestic_gross_x	worldwide_gross	month	year	studio	genre_ids	original_language	popularity	vote_average	vote_count	date	month	year
Garage Sale Mysteries: Picture a Murder							[9648, 10770]	en	2.639	5.1	9.0	2018-08-19	8.0	2018.0
Back to the Moon							[16]	en	2.637	8.0	2.0	2018-05-03	5.0	2018.0
Hope at Christmas							[10751, 10749, 10770]	en	2.636	6.2	5.0	2018-11-20	11.0	2018.0
Twin Betrayal							[10770, 53]	en	2.6319999999999997	5.3	2.0	2018-04-08	4.0	2018.0
My Little Pony: Equestria Girls - Forgotten Friendship							[16, 10751, 14]	en	2.628	4.6	6.0	2018-02-17	2.0	2018.0
Canal Street							[18, 53]	en	2.6260000000000003	7.1	5.0	2019-01-18	1.0	2019.0
The Crescent							[9648, 27]	en	2.6210000000000004	5.9	15.0	2018-09-03	9.0	2018.0
Bad Tutor							[53, 10770]	en	2.615	4.4	5.0	2018-03-03	3.0	2018.0
Fred Armisen: Standup for Drummers							[10402, 35]	en	2.605	6.5	12.0	2018-02-06	2.0	2018.0
A Brilliant Monster							[27, 53]	en	2.605	5.0	2.0	2018-06-16	6.0	2018.0
Under the Eiffel Tower							[10749]	en	2.591	6.0	2.0	2019-02-08	2.0	2019.0
Age of Sail							[16]	en	2.5860000000000003	8.1	4.0	2018-09-22	9.0	2018.0
Long Lost							[53, 9648, 18]	en	2.5780000000000003	5.1	4.0	2019-03-29	3.0	2019.0
The Legend of Halloween Jack							[27]	en	2.574	3.8	11.0	2018-10-02	10.0	2018.0
Shivaay							[12, 28, 18, 53]	hi	2.572	5.7	32.0	2018-01-02	1.0	2018.0
Faith Under Fire: The Antoinette Tuff Story							[18]	en	2.57	8.0	2.0	2018-01-27	1.0	2018.0
Brampton's Own							[18]	en	2.5660000000000003	4.4	5.0	2018-10-19	10.0	2018.0
Notes from Dunblane: Lessons from a School Shooting							[99]	en	2.5580000000000003	6.9	4.0	2018-09-28	9.0	2018.0
Body Keepers							[53]	en	2.5580000000000003	4.8	5.0	2018-12-20	12.0	2018.0
Blood, Sweat And Terrors							[28, 27, 53]	en	2.556	5.0	1.0	2018-11-06	11.0	2018.0
Bayou Caviar							[80, 53]	en	2.556	4.2	9.0	2018-10-05	10.0	2018.0
Unlovable							[35, 18, 10402]	en	2.5540000000000003	7.5	3.0	2018-11-01	11.0	2018.0
eHero							[18]	en	2.55	4.5	2.0	2018-05-24	5.0	2018.0
Morning Show Mysteries: Murder on the Menu							[9648, 10770]	en	2.549	6.0	3.0	2018-07-22	7.0	2018.0
The Crossbreed							[27, 53]	en	2.5469999999999997	3.3	7.0	2018-03-06	3.0	2018.0
Ghostbox Cowboy							[35, 18, 28, 12, 80, 53]	en	2.545	8.0	2.0	2018-04-19	4.0	2018.0
The Unicorn							[35]	en	2.545	4.5	2.0	2019-02-01	2.0	2019.0
It Lives Inside							[27]	en	2.544	3.0	5.0	2018-08-07	8.0	2018.0
Party Mom							[18]	en	2.5380000000000003	4.0	2.0	2018-03-30	3.0	2018.0
Alice T.							[18]	ro	2.5340000000000003	0.0	1.0	2018-10-13	10.0	2018.0
No Sleep 'Til Christmas							[35, 10749]	en	2.531	6.9	22.0	2018-12-10	12.0	2018.0
A Snow White Christmas							[18, 10749, 10770]	en	2.529	6.9	4.0	2018-12-09	12.0	2018.0
Vox Lipoma							[16, 35]	sv	2.528	8.0	2.0	2018-01-19	1.0	2018.0
Any Bullet Will Do							[37]	en	2.5269999999999997	6.0	4.0	2018-09-04	9.0	2018.0
Intensive Care							[28, 80, 27]	en	2.526	4.8	4.0	2018-07-01	7.0	2018.0
Ant-Babe							[35, 878]	en	2.524	8.0	1.0	2018-01-01	1.0	2018.0
Black Wake							[27, 878, 53, 10770]	en	2.522	1.5	4.0	2018-08-07	8.0	2018.0
Christmas Around the Corner							[18, 10749, 10770]	en	2.519	7.8	3.0	2018-12-14	12.0	2018.0
The Wolf House							[16, 18, 27]	es	2.516	7.8	4.0	2018-09-21	9.0	2018.0
Truly, Madly, Sweetly							[]	en	2.515	5.5	4.0	2018-09-22	9.0	2018.0
Swing Kids							[18, 10752]	ko	2.5140000000000002	8.2	11.0	2018-12-21	12.0	2018.0
Time Jumpers							[28, 18, 878]	en	2.512	4.1	4.0	2018-12-01	12.0	2018.0
Hacker's Game Redux							[53]	en	2.505	6.7	3.0	2018-09-10	9.0	2018.0
Funny Story							[35, 18]	en	2.504	6.5	3.0	2018-01-21	1.0	2018.0
Agenda: Payback							[80, 18, 28]	en	2.501	6.0	3.0	2018-02-23	2.0	2018.0
Code Name: Dynastud							[35, 28, 878]	en	2.497	3.0	1.0	2018-10-18	10.0	2018.0
My Husband's Secret Wife							[53, 10770]	en	2.496	5.0	1.0	2018-08-19	8.0	2018.0
Fighting the Sky							[878]	en	2.492	2.0	3.0	2018-08-11	8.0	2018.0
Glass Jaw							[18, 53]	en	2.49	10.0	1.0	2018-10-26	10.0	2018.0
Trolled							[16, 10751]	en	2.489	6.0	1.0	2018-09-18	9.0	2018.0
Somnium							[53]	en	2.488	10.0	1.0	2018-11-28	11.0	2018.0
Mississippi Requiem							[]	en	2.487	0.0	2.0	2018-05-17	5.0	2018.0
With A Kiss I Die							[18, 14, 10749]	es	2.485	4.0	4.0	2018-08-28	8.0	2018.0
Nightshift							[27]	en	2.484	5.7	3.0	2018-09-07	9.0	2018.0
Bobby Robson: More Than a Manager							[99]	en	2.483	7.3	13.0	2018-04-22	4.0	2018.0
A Tale of Two Coreys							[18]	en	2.481	6.0	4.0	2018-01-06	1.0	2018.0
Meghan Markle: An American Princess							[99]	en	2.4730000000000003	7.0	3.0	2018-05-11	5.0	2018.0
My Little Pony: Equestria Girls - Rollercoaster of Friendship							[16, 10751, 10402]	en	2.455	6.4	4.0	2018-07-06	7.0	2018.0
Catwalk: Tales from the Catshow Circuit							[99]	en	2.455	5.9	11.0	2018-05-19	5.0	2018.0
Three Worlds							[18, 878]	en	2.454	7.3	4.0	2018-04-21	4.0	2018.0
Bloody Ballet							[27]	en	2.454	5.5	2.0	2018-11-01	11.0	2018.0
Dead Love							[53]	en	2.45	5.7	4.0	2018-08-21	8.0	2018.0
Notes from the Field							[18, 10770]	en	2.448	10.0	1.0	2018-02-24	2.0	2018.0
Stillwater							[9648, 53]	en	2.445	5.8	12.0	2018-03-12	3.0	2018.0
Shocking Dark							[28, 878]	it	2.444	5.5	17.0	2018-05-04	5.0	2018.0
The Panama Papers							[99]	en	2.443	6.7	7.0	2018-10-06	10.0	2018.0
Jurassic Galaxy							[878]	en	2.443	2.5	7.0	2018-08-20	8.0	2018.0
Every Other Holiday							[10770, 10751]	en	2.4419999999999997	6.7	3.0	2018-11-23	11.0	2018.0
The Passage							[35]	en	2.441	6.3	4.0	2018-01-23	1.0	2018.0
Psycho Prom Queen							[53, 10770]	en	2.44	1.0	1.0	2018-11-04	11.0	2018.0
Fat Buddies							[35, 28]	zh	2.434	8.0	2.0	2018-09-30	9.0	2018.0
Gutland							[18, 9648, 53]	de	2.4330000000000003	6.4	9.0	2018-01-05	1.0	2018.0
Say Her Name: The Life and Death of Sandra Bland							[99, 10770]	en	2.427	6.3	3.0	2018-04-25	4.0	2018.0
The Man Who Stole Banksy							[99]	en	2.426	8.1	4.0	2018-04-20	4.0	2018.0
The Great Buster: A Celebration							[99]	en	2.426	5.0	2.0	2018-10-05	10.0	2018.0
Killer Island							[53]	en	2.424	4.0	3.0	2018-05-25	5.0	2018.0
How the Moon Fell from the Sky and No One Even Noticed							[18, 10402, 10749]	en	2.423	7.0	1.0	2018-03-24	3.0	2018.0
Robin: Watch for Wishes							[18]	en	2.4219999999999997	8.0	1.0	2018-04-21	4.0	2018.0
Invoking 5							[27]	en	2.4219999999999997	7.3	4.0	2018-10-09	10.0	2018.0
Penalty Kick							[35]	es	2.421	5.8	6.0	2018-03-23	3.0	2018.0
The Boat							[53, 27]	en	2.418	9.0	1.0	2018-09-22	9.0	2018.0
Hide in the Light							[27, 53]	en	2.414	6.7	3.0	2018-10-23	10.0	2018.0
Paradox: A Rusty Lake Film							[14, 12, 27, 9648]	en	2.414	5.0	2.0	2018-09-20	9.0	2018.0
Season for Love							[10749, 18, 10770]	en	2.414	4.0	2.0	2018-08-25	8.0	2018.0
Epidemic							[27]	en	2.41	6.0	1.0	2018-09-25	9.0	2018.0
One Cambodian Family Please for My Pleasure							[18]	en	2.4090000000000003	8.0	2.0	2018-10-12	10.0	2018.0
Adolescence							[18, 10749]	en	2.408	0.0	1.0	2018-05-23	5.0	2018.0
Nanny Surveillance							[53]	en	2.407	7.5	2.0	2018-07-15	7.0	2018.0
Recall							[80, 18, 53]	en	2.407	7.0	2.0	2018-07-03	7.0	2018.0
A Wish for Giants							[12, 18, 14, 878]	en	2.405	9.3	6.0	2018-02-17	2.0	2018.0
Hometown Christmas							[10749, 10770]	en	2.403	6.0	1.0	2018-12-16	12.0	2018.0
Long Way Back Home							[18]	en	2.4	8.0	2.0	2018-08-20	8.0	2018.0
Stalked by a Reality Star							[53]	en	2.398	5.5	2.0	2018-03-09	3.0	2018.0
Always at The Carlyle							[99]	en	2.391	7.0	3.0	2018-05-11	5.0	2018.0
Jellyfish							[18]	en	2.39	8.6	4.0	2018-04-20	4.0	2018.0
Russell Brand: Re:Birth							[35]	en	2.387	6.3	9.0	2018-12-04	12.0	2018.0
Eruption: LA							[878, 28]	en	2.387	4.7	8.0	2018-01-30	1.0	2018.0
Strokes of Genius							[99]	es	2.384	8.7	3.0	2018-07-01	7.0	2018.0
A Polar Year							[99]	fr	2.381	7.3	5.0	2018-01-21	1.0	2018.0
Dead Pigs							[35, 18, 10751]	zh	2.379	8.0	1.0	2018-01-19	1.0	2018.0
Souls of Totality							[18, 10749]	en	2.378	7.5	2.0	2018-02-05	2.0	2018.0
Being Frank: The Chris Sievey Story							[99, 10402, 35]	en	2.373	6.0	1.0	2018-03-13	3.0	2018.0
Hunt for the Skinwalker							[99]	en	2.373	4.8	8.0	2018-09-12	9.0	2018.0
Overexposed							[53]	en	2.367	4.0	5.0	2018-01-26	1.0	2018.0
Beautifully Broken							[18]	en	2.366	8.0	1.0	2018-08-24	8.0	2018.0
The Late Batsby							[16, 35, 10751]	en	2.366	7.0	1.0	2018-07-27	7.0	2018.0
Far Cry 5: Inside Eden's Gate							[18, 9648]	en	2.366	6.5	11.0	2018-03-05	3.0	2018.0
Men on the Dragon							[18, 35]	cn	2.359	9.0	1.0	2018-07-01	7.0	2018.0
The Shivering Truth							[35, 16]	en	2.358	6.0	1.0	2018-01-19	1.0	2018.0
Once Upon a Christmas Miracle							[10749, 18, 10770]	en	2.353	7.4	4.0	2018-12-02	12.0	2018.0
The Price of Everything							[99]	en	2.352	8.2	8.0	2018-01-19	1.0	2018.0
Infinite Football							[99]	ro	2.345	8.0	1.0	2018-05-05	5.0	2018.0
Satan & Adam							[99]	en	2.342	7.5	2.0	2018-04-20	4.0	2018.0
Hidden Light							[18]	en	2.33	10.0	1.0	2018-02-16	2.0	2018.0
Uncharted: Live Action Fan Film							[28, 12]	en	2.3280000000000003	7.5	13.0	2018-07-16	7.0	2018.0
Space Guardians 2							[16]	en	2.3280000000000003	0.5	1.0	2018-12-11	12.0	2018.0
United Skates							[99]	en	2.326	8.0	5.0	2018-04-19	4.0	2018.0
Skeletons in the Closet							[27]	en	2.326	4.7	3.0	2018-09-07	9.0	2018.0
Inside the Manson Cult: The Lost Tapes							[99, 10770]	en	2.32	7.0	13.0	2018-09-17	9.0	2018.0
Grindhouse Nightmares							[28, 27, 53]	en	2.32	1.0	1.0	2018-02-13	2.0	2018.0
Christmas Bells Are Ringing							[10751, 10770]	en	2.3080000000000003	6.3	4.0	2018-12-23	12.0	2018.0
Christmas Everlasting							[10749, 18, 10770]	en	2.3080000000000003	5.0	4.0	2018-11-24	11.0	2018.0
My Christmas Inn							[10749]	en	2.305	6.7	5.0	2018-11-21	11.0	2018.0
Garage Sale Mysteries: Murder In D Minor							[9648, 10770]	en	2.303	5.4	7.0	2018-08-26	8.0	2018.0
Write When You Get Work							[10749, 18, 35]	en	2.302	1.0	1.0	2018-03-12	3.0	2018.0
Christmas in Love							[10749, 10770, 10751]	en	2.3	5.2	5.0	2018-11-11	11.0	2018.0
Time for Me to Come Home for Christmas							[10749, 18, 10770]	en	2.291	6.5	9.0	2018-12-15	12.0	2018.0
The World Before Your Feet							[99]	en	2.29	8.0	1.0	2018-11-21	11.0	2018.0
Boyne Falls							[28, 53]	en	2.283	4.0	2.0	2018-08-30	8.0	2018.0
Hornet							[28, 878]	en	2.282	1.3	3.0	2018-12-18	12.0	2018.0
Sorority Stalker							[53]	en	2.281	5.0	1.0	2018-10-10	10.0	2018.0
Boyfriend's Deceit							[53]	en	2.281	4.0	2.0	2018-10-12	10.0	2018.0
Family							[35]	en	2.276	8.5	3.0	2019-04-19	4.0	2019.0
Tales Beyond Madness							[27]	en	2.276	2.0	1.0	2018-01-01	1.0	2018.0
Johnny Gruesome							[27]	en	2.273	3.3	4.0	2018-10-16	10.0	2018.0
Taco Shop							[35]	en	2.272	4.7	3.0	2018-05-01	5.0	2018.0
Cat Sick Blues							[27, 35]	en	2.265	6.5	28.0	2018-01-17	1.0	2018.0
Love & Bananas: An Elephant Story							[99]	en	2.265	6.5	2.0	2018-04-22	4.0	2018.0
Disposition							[27]	en	2.258	0.0	3.0	2018-10-13	10.0	2018.0
Her Love Boils Bathwater							[18, 35, 10751]	ja	2.253	6.8	16.0	2018-01-06	1.0	2018.0
Friday's Child							[18, 80]	en	2.251	6.2	3.0	2018-03-11	3.0	2018.0
Dachra							[27]	ar	2.25	6.0	3.0	2018-09-21	9.0	2018.0
Burnt Offering							[27, 53]	en	2.249	4.5	2.0	2018-10-09	10.0	2018.0
Hasta que la boda nos separe							[35]	es	2.248	6.8	6.0	2018-03-29	3.0	2018.0
Operation Odessa							[99]	en	2.247	7.7	9.0	2018-03-10	3.0	2018.0
Hunting Lands							[18, 53]	en	2.246	10.0	1.0	2018-03-03	3.0	2018.0
Kinky							[10749]	en	2.237	4.0	3.0	2018-10-12	10.0	2018.0
They Remain							[18, 27, 9648, 53]	en	2.235	5.2	12.0	2018-01-28	1.0	2018.0
Homegrown Christmas							[18, 10770]	en	2.233	7.0	2.0	2018-12-08	12.0	2018.0
Outlawed							[28]	en	2.233	5.1	4.0	2018-10-02	10.0	2018.0
Howard Lovecraft and the Kingdom of Madness							[16, 12]	en	2.224	5.5	4.0	2018-12-04	12.0	2018.0
Songwriter							[99]	en	2.22	9.3	7.0	2018-08-17	8.0	2018.0
A Christmas for the Books							[10749, 10770]	en	2.2159999999999997	6.2	9.0	2018-12-20	12.0	2018.0
Into the Dark: Flesh & Blood							[27, 53]	en	2.2159999999999997	4.9	7.0	2018-11-02	11.0	2018.0
A Place in Hell							[27, 53]	en	2.215	5.3	5.0	2018-04-03	4.0	2018.0
Freelancers Anonymous							[35]	en	2.2119999999999997	6.0	2.0	2018-06-10	6.0	2018.0
A Midnight Kiss							[18, 10749, 10770]	en	2.211	4.7	3.0	2018-12-29	12.0	2018.0
Victory Day							[99]	ru	2.21	7.0	2.0	2018-05-05	5.0	2018.0
Relaxer							[14, 35]	en	2.209	6.0	1.0	2018-03-09	3.0	2018.0
Sad Hill Unearthed							[99]	es	2.208	7.2	22.0	2018-02-08	2.0	2018.0
Dangerous Matrimony							[80, 18, 9648]	en	2.201	3.0	1.0	2018-10-26	10.0	2018.0
House of Demons							[18, 53, 27, 878, 14]	en	2.199	4.7	3.0	2018-02-06	2.0	2018.0
The Dwarves of Demrel							[14, 27, 53]	en	2.198	5.0	2.0	2018-09-14	9.0	2018.0
Babysitter's Nightmare							[53]	en	2.195	5.5	1.0	2018-08-07	8.0	2018.0
1/1							[18]	en	2.194	7.0	2.0	2018-07-17	7.0	2018.0
Grindsploitation 4: Meltsploitation							[27]	en	2.1919999999999997	7.0	2.0	2018-05-01	5.0	2018.0
Christmas Pen Pals							[10770, 10749]	en	2.1919999999999997	5.7	3.0	2018-12-15	12.0	2018.0
The Big Frozen Gumshoe							[35, 9648]	en	2.1919999999999997	0.0	1.0	2018-10-23	10.0	2018.0
D.L. Hughley: Contrarian							[35]	en	2.191	5.8	4.0	2018-09-18	9.0	2018.0
Reunited at Christmas							[10751, 10770]	en	2.187	7.0	2.0	2018-11-21	11.0	2018.0
The Game Changers							[99]	en	2.177	10.0	1.0	2018-01-19	1.0	2018.0
Weed the People							[99]	en	2.177	7.0	1.0	2018-10-16	10.0	2018.0
Above and Beyond: NASA's Journey to Tomorrow							[99]	en	2.176	7.0	2.0	2018-10-13	10.0	2018.0
Robowar							[878]	en	2.176	5.7	3.0	2018-10-11	10.0	2018.0
Terrortory 2							[27]	en	2.176	2.5	2.0	2018-10-01	10.0	2018.0
Doses of Horror							[27]	en	2.174	6.5	2.0	2018-01-05	1.0	2018.0
Pickings							[28, 80, 53, 18, 9648]	en	2.17	6.0	3.0	2018-03-02	3.0	2018.0
Welcome to Hell							[27]	en	2.17	3.5	2.0	2018-10-09	10.0	2018.0
Oolong Courtyard: Kung Fu School							[35, 9648]	zh	2.169	4.0	1.0	2018-08-24	8.0	2018.0
Dying for the Crown							[53, 10770]	en	2.169	3.0	1.0	2018-08-10	8.0	2018.0
Ang Dalawang Mrs. Reyes							[35]	tl	2.168	6.2	3.0	2018-01-26	1.0	2018.0
A Swingers Weekend							[35, 18]	en	2.166	2.7	4.0	2018-04-18	4.0	2018.0
The Trump Prophecy							[18]	en	2.162	8.0	1.0	2018-10-02	10.0	2018.0
Time of Day							[18]	en	2.162	4.0	2.0	2018-09-12	9.0	2018.0
The Midwife's Deception							[53, 10770]	en	2.161	3.0	2.0	2018-03-18	3.0	2018.0
Country Christmas Album							[18, 10402]	en	2.158	6.0	1.0	2018-12-15	12.0	2018.0
To the Beat							[35, 18, 10751]	en	2.157	5.1	4.0	2018-03-13	3.0	2018.0
Cheerleader Nightmare							[10770, 53]	en	2.155	6.0	1.0	2018-07-29	7.0	2018.0
Virgins							[18]	fr	2.154	8.0	3.0	2018-04-19	4.0	2018.0
Falling for You							[10749, 10770]	en	2.1519999999999997	4.8	5.0	2018-10-06	10.0	2018.0
Roll Red Roll							[99]	en	2.151	8.0	1.0	2019-03-22	3.0	2019.0
Pandas							[99]	en	2.146	6.8	6.0	2018-04-06	4.0	2018.0
The Griddle House							[18]	en	2.145	5.3	3.0	2018-07-03	7.0	2018.0
Stray Bullet							[99]	en	2.1430000000000002	6.0	2.0	2018-07-15	7.0	2018.0
Beauty & the Beholder							[35, 18, 10749]	en	2.141	10.0	1.0	2018-10-26	10.0	2018.0
Outside the Bubble: On the Road with Alexandra Pelosi							[99]	en	2.1390000000000002	7.3	2.0	2018-10-29	10.0	2018.0
The Road to Stardom: The Making of A Star is Born							[99]	en	2.138	9.3	3.0	2018-12-07	12.0	2018.0
Dual Mania							[53]	en	2.137	0.0	2.0	2018-09-17	9.0	2018.0
Thicker than Water							[18, 35]	ja	2.131	6.0	1.0	2018-07-28	7.0	2018.0
Malacostraca							[27, 18]	en	2.126	10.0	1.0	2018-09-13	9.0	2018.0
Gay Hollywood Dad							[99]	en	2.125	3.0	1.0	2018-08-14	8.0	2018.0
[Cargo]							[80, 27, 53]	en	2.122	5.3	4.0	2018-11-13	11.0	2018.0
Soul to Keep							[27, 53]	en	2.121	5.6	5.0	2018-10-10	10.0	2018.0
Planes with Brains							[10751, 16]	en	2.119	10.0	1.0	2018-09-09	9.0	2018.0
Ladyworld							[53]	en	2.119	4.0	1.0	2018-09-22	9.0	2018.0
Springsteen On Broadway							[10402, 99]	en	2.1180000000000003	8.3	15.0	2018-12-16	12.0	2018.0
Ian							[10751]	xx	2.116	10.0	1.0	2018-12-05	12.0	2018.0
Jim Gaffigan: Noble Ape							[35]	en	2.11	7.8	5.0	2018-07-13	7.0	2018.0
Home Shopper							[18, 35]	en	2.106	9.0	2.0	2018-01-19	1.0	2018.0
Nanny Killer							[53]	en	2.106	5.1	5.0	2018-04-29	4.0	2018.0
Flay							[27, 18, 14]	en	2.106	3.0	1.0	2018-03-06	3.0	2018.0
Klippers							[28, 18, 53]	en	2.101	10.0	1.0	2018-01-01	1.0	2018.0
Something							[18, 27, 9648]	en	2.101	9.0	2.0	2018-02-28	2.0	2018.0
Sports!							[]	en	2.096	10.0	1.0	2018-06-22	6.0	2018.0
Invisible Essence: The Little Prince							[99]	en	2.096	8.0	1.0	2018-10-16	10.0	2018.0
Your Filthy Heart							[27]	en	2.095	8.3	2.0	2018-02-23	2.0	2018.0
Ali's Wedding							[35, 18, 10749]	en	2.095	7.9	23.0	2018-06-08	6.0	2018.0
Home by Spring							[18, 10749]	en	2.095	7.4	8.0	2018-03-31	3.0	2018.0
Brewmaster							[99]	en	2.095	6.0	1.0	2018-03-09	3.0	2018.0
Maybe Shower							[18, 35]	en	2.094	7.5	2.0	2018-03-24	3.0	2018.0
A Demon Within							[27]	en	2.093	4.3	10.0	2018-01-12	1.0	2018.0
Guns of the Apocalypse							[878]	en	2.092	3.0	1.0	2018-09-26	9.0	2018.0
Hair Wolf							[27, 35]	en	2.0909999999999997	9.0	1.0	2018-01-20	1.0	2018.0
Wrestle							[99]	en	2.09	10.0	1.0	2018-04-06	4.0	2018.0
Party Bus To Hell							[27, 35]	en	2.085	4.7	14.0	2018-04-13	4.0	2018.0
Legend of Hallowaiian							[16]	en	2.084	10.0	1.0	2018-09-16	9.0	2018.0
Core of the World							[18]	ru	2.082	7.4	5.0	2018-10-14	10.0	2018.0
My Dead Dad's Porno Tapes							[99]	en	2.08	6.8	8.0	2018-01-18	1.0	2018.0
Chicken Girls: The Movie							[35, 99, 18, 10751, 10749]	en	2.077	6.0	7.0	2018-06-29	6.0	2018.0
Overwatch Animated Short: Shooting Star							[878, 28, 16]	en	2.076	7.4	13.0	2018-08-22	8.0	2018.0
Contigo no, bicho							[35]	es	2.076	5.8	5.0	2018-09-14	9.0	2018.0
Another Kind of Wedding							[35, 18]	en	2.065	5.4	8.0	2018-04-29	4.0	2018.0
XIII							[18, 9648, 53]	en	2.06	5.0	1.0	2018-04-25	4.0	2018.0
Last American Horror Show							[27, 35]	en	2.059	4.7	3.0	2018-06-30	6.0	2018.0
Daisy Belle							[14, 878]	en	2.053	8.0	1.0	2018-04-08	4.0	2018.0
7:02 Only the Righteous							[27]	en	2.052	3.0	1.0	2018-03-27	3.0	2018.0
Wobble Palace							[10749, 35, 18]	en	2.05	6.0	1.0	2018-03-09	3.0	2018.0
Wild Honey Pie!							[18, 35]	en	2.05	5.0	1.0	2018-03-12	3.0	2018.0
The Human Element							[99]	en	2.049	8.0	1.0	2018-02-25	2.0	2018.0
Lake Fear 3							[27, 35]	en	2.048	10.0	1.0	2018-10-02	10.0	2018.0
Parchi							[28, 35, 80, 18, 10751, 10749, 53]	ur	2.044	8.0	1.0	2018-01-12	1.0	2018.0
Music Teacher							[18, 10402, 10749]	hi	2.037	6.0	3.0	2018-09-08	9.0	2018.0
Twisted							[53, 10770]	en	2.036	5.4	13.0	2018-05-19	5.0	2018.0
M/M							[53]	en	2.032	7.0	2.0	2018-01-19	1.0	2018.0
Let's Not Meet							[27]	en	2.032	6.0	3.0	2018-10-17	10.0	2018.0
Dead in the Water							[10770, 53]	en	2.029	2.7	3.0	2018-10-27	10.0	2018.0
Bilby							[16, 35, 10751, 12]	en	2.024	5.0	6.0	2019-02-22	2.0	2019.0
The Perfect Host: A Southern Gothic Tale							[27, 53, 18]	en	2.021	6.5	4.0	2018-08-22	8.0	2018.0
Seeing Allred							[99]	en	2.017	7.3	14.0	2018-01-21	1.0	2018.0
Anchors Up							[16, 10751]	no	2.016	5.7	3.0	2018-03-31	3.0	2018.0
America's Musical Journey							[99, 10402]	en	2.008	9.0	1.0	2018-02-16	2.0	2018.0
The Hitman Agency							[53, 28]	en	2.004	4.7	3.0	2018-04-04	4.0	2018.0
Grandmother's Gold							[35, 878]	en	2.001	7.5	2.0	2018-07-10	7.0	2018.0
Fear Level							[27]	en	1.9980000000000002	7.0	1.0	2018-05-25	5.0	2018.0
Sollers Point							[18]	en	1.9980000000000002	6.2	6.0	2018-05-11	5.0	2018.0
Jingle Around the Clock							[35, 10749]	en	1.9969999999999999	8.7	3.0	2018-12-22	12.0	2018.0
Hell's Kitty							[35, 27]	en	1.996	3.3	4.0	2018-03-27	3.0	2018.0
Conrad & Michelle: If Words Could Kill							[18, 10770]	en	1.99	2.0	3.0	2018-09-23	9.0	2018.0
Black Creek							[27]	en	1.989	2.6	6.0	2018-02-16	2.0	2018.0
Modern Life Is Rubbish							[10749]	en	1.9880000000000002	6.8	21.0	2018-04-27	4.0	2018.0
Rejected							[14]	en	1.985	8.0	3.0	2018-12-20	12.0	2018.0
The Last Resort							[99]	en	1.969	7.5	2.0	2018-01-23	1.0	2018.0
Nowhere Mind							[53]	en	1.969	6.0	1.0	2018-10-19	10.0	2018.0
Never Heard							[18, 10751]	en	1.9680000000000002	7.0	4.0	2018-11-01	11.0	2018.0
PAW PATROL: Mighty Pups							[12, 16, 10751]	en	1.963	10.0	3.0	2018-09-11	9.0	2018.0
Night Zero							[878, 27, 53]	en	1.962	5.7	3.0	2018-05-22	5.0	2018.0
GARO: Red Requiem							[28, 12, 14, 53]	ja	1.962	5.5	3.0	2018-04-10	4.0	2018.0
Killer Body							[53, 10770]	en	1.96	8.0	2.0	2018-12-30	12.0	2018.0
Destined to Ride							[12, 10751, 18]	en	1.96	6.2	11.0	2018-08-14	8.0	2018.0
Flesh Blanket							[27, 35]	en	1.96	5.0	1.0	2018-10-16	10.0	2018.0
51 Nevada							[878, 27]	en	1.96	4.0	1.0	2018-04-10	4.0	2018.0
Loss Prevention							[28]	en	1.96	3.0	1.0	2018-11-06	11.0	2018.0
Bob Lazar: Area 51 and Flying Saucers							[99]	en	1.959	7.0	4.0	2018-11-01	11.0	2018.0
The Sinister Surrogate							[53, 10770]	en	1.955	5.5	2.0	2018-10-13	10.0	2018.0
A Moment in the Reeds							[10749, 18]	fi	1.9509999999999998	6.3	8.0	2018-03-17	3.0	2018.0
Inside the Life of Bella Thorne							[99]	en	1.949	7.3	3.0	2018-04-11	4.0	2018.0
Payday							[28, 53, 18, 9648]	en	1.9469999999999998	10.0	1.0	2018-12-05	12.0	2018.0
Idled							[]	en	1.946	10.0	1.0	2018-11-06	11.0	2018.0
Christmas in Evergreen: Letters to Santa							[10751, 10749, 10770]	en	1.945	7.7	5.0	2018-11-18	11.0	2018.0
Two Catalonias							[99]	es	1.944	7.0	9.0	2018-09-28	9.0	2018.0
He's Watching							[53, 10770]	en	1.944	6.5	2.0	2018-09-02	9.0	2018.0
The Bray Road Beast							[99]	en	1.944	6.5	4.0	2018-10-01	10.0	2018.0
Into the Dark: New Year, New You							[27, 18, 10770]	en	1.944	4.5	12.0	2018-12-28	12.0	2018.0
The Wrong Cruise							[53, 10770]	en	1.9409999999999998	6.0	1.0	2018-07-28	7.0	2018.0
Paranormal Demons							[27]	en	1.94	6.3	4.0	2018-12-23	12.0	2018.0
8 Remains							[53, 9648]	en	1.939	5.5	2.0	2018-11-23	11.0	2018.0
My Husband's Double Life							[]	en	1.939	5.5	2.0	2018-08-18	8.0	2018.0
The Krays: Dead Man Walking							[80, 28]	en	1.939	4.0	2.0	2018-09-10	9.0	2018.0
Killer Under the Bed							[53]	en	1.9380000000000002	4.0	2.0	2018-10-20	10.0	2018.0
Nightmare Shark							[27, 28, 14]	en	1.9369999999999998	6.5	2.0	2018-08-16	8.0	2018.0
Johny Johny Yes Appa							[35, 18]	ml	1.9369999999999998	4.5	2.0	2018-11-15	11.0	2018.0
On Her Shoulders							[99]	en	1.936	4.2	4.0	2018-01-20	1.0	2018.0
